strategy,trial_id,p_max_prev_return_pct,p_vol_mult,p_vol_lookback_days,p_entry_hhmm_min,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
post_drop_rebound,79,-6.0,2.0,10,1470,0.6487041363244097,0.0176267353714159,-0.0170686534491676,1.3324203602838518,0.6666666666666666,3,0.0055649515130549,148.5596679675464,0.1848991481211214,-0.0059583727659001,10.279583648538171,0.7142857142857143,7,0.1003256699799848,229.00989780841076,3.5,4,True,False,,True,4,False
post_drop_rebound,80,-3.5,4.0,3,1470,-1.968821854231972,-0.085734165805394,-0.0158001009497113,0.0,0.0,2,-0.0158001009497114,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,81,-3.0,1.75,5,1470,2.0110289688189256,0.0556362965649848,-0.0503265581512093,1.4748955346641237,0.4666666666666667,30,0.0497862018284689,325.4178627157081,0.2433636718899197,-0.0059756406814876,14.851618037157149,0.7777777777777778,18,0.1768625671551644,161.81659626058274,9.0,4,True,False,,True,4,False
post_drop_rebound,82,-7.5,1.75,5,1470,0.6487041363244097,0.0176267353714159,-0.0170686534491676,1.3324203602838518,0.6666666666666666,3,0.0055649515130549,133.5322012234977,0.1618983026881796,-0.0059398794493499,9.514144814361792,0.6666666666666666,6,0.0920545443849201,205.8445348908948,3.0,4,True,False,,True,4,False
post_drop_rebound,83,-6.0,3.75,6,1480,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,84,-6.5,4.0,7,1500,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,85,-6.0,1.5,4,1490,-0.6120422347988947,-0.0300996736758799,-0.0462363475010786,0.704791722216793,0.375,8,-0.0143631277454635,297.76362542915825,0.2333796594009798,-0.0059800998420749,19.213148132139228,0.8333333333333334,12,0.1667413572360958,,6.0,3,True,False,,True,3,False
post_drop_rebound,86,-6.0,1.5,3,1480,-0.3782689704304081,-0.0166854121071741,-0.0446584475822892,0.8119934290174774,0.5,6,-0.0085494605493449,18554.77723356697,0.2476746540987115,-9.130492488771677e-05,52.45512545687384,0.8888888888888888,9,0.1611937485273651,,4.5,3,True,False,,True,3,False
post_drop_rebound,87,-7.0,4.0,7,1450,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,88,-4.5,3.5,9,1430,999.38370847478,0.0983964873536809,-2.999467200487852e-05,inf,1.0,2,0.0149963801616295,4205.30255735277,0.1296508370651005,-2.9863041000068187e-05,inf,1.0,1,0.0179991414557498,4.207895847902841,0.5,3,True,False,,True,3,False
post_drop_rebound,89,-7.5,1.75,5,1430,0.2606852599508498,0.0084032008181762,-0.0256018303689977,1.1349436535010933,0.6666666666666666,3,0.0033579450939484,103.02104554933996,0.158530756998401,-0.0074463688882315,8.279439301738709,0.6666666666666666,6,0.0896489888595735,395.1932133361272,3.0,4,True,False,,True,4,False
post_drop_rebound,90,-5.5,3.75,5,1490,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,91,-7.0,1.5,7,1480,0.6487041363244097,0.0176267353714159,-0.0170686534491676,1.3324203602838518,0.6666666666666666,3,0.0055649515130549,212.99156475969332,0.1710334300785204,-0.0060024290199376,13.023787250980655,0.8333333333333334,12,0.1322185022676347,328.3339088394199,6.0,4,True,False,,True,4,False
post_drop_rebound,92,-8.0,2.75,6,1460,0.6487041363244097,0.0176267353714159,-0.0170686534491676,1.3324203602838518,0.6666666666666666,3,0.0055649515130549,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
