strategy,trial_id,p_lookback_days,p_buffer_pct,p_entry_hhmm_min,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
breakout_52w,54,240,1.0,1460,12.739197783523965,0.1385884468654209,-0.0860690503913559,2.0010703586846623,0.5547445255474452,137,0.4521719882901984,4.070502217100326,0.0431568283408564,-0.0402988013745687,1.2627633586406233,0.3809523809523809,21,0.0231689127063874,0.3195257885362957,10.5,3,True,False,,True,3,False
breakout_52w,55,90,0.5,1450,12.52806866094744,0.1540682345467026,-0.1124333603180231,1.9998894365098423,0.563953488372093,172,0.5573807912059214,32.131738103823416,0.1433416100299565,-0.0360027092616125,2.357797921847101,0.375,24,0.122890245687709,2.564779853417042,12.0,4,True,False,,True,4,False
breakout_52w,56,180,0.8,1430,8.343833690766779,0.1284896392217325,-0.1179470693095154,1.7189479780638983,0.5642458100558659,179,0.4124268871594543,39.40378430631494,0.1522952359538729,-0.0332893571712875,2.4238182627663463,0.375,24,0.1346954422148749,4.722503559714866,12.0,4,True,False,,True,4,False
breakout_52w,57,180,0.5,1500,12.655432227659675,0.1344194592266561,-0.0825298091080889,1.888335443839693,0.569620253164557,158,0.4339061806600397,4.808330716845767,0.048994919309019,-0.0402988013745687,1.3000066663800884,0.4090909090909091,22,0.0270678747259376,0.3799420383554101,11.0,3,True,False,,True,3,False
breakout_52w,58,60,0.1,1480,7.596237639419048,0.1159123007048808,-0.1207871310123958,1.698111838563859,0.5439560439560439,182,0.3883303559634155,22.494379845197948,0.1330913864134137,-0.0506792423826612,2.138177825232488,0.4444444444444444,27,0.1215644675204601,2.96125278236007,13.5,4,True,False,,True,4,False
breakout_52w,59,240,0.4,1460,15.277145790375853,0.1372818918272153,-0.0711922234851659,1.924042845541473,0.5732484076433121,157,0.4490839663018602,6.665352391133272,0.0643764958831269,-0.0402988013745687,1.4127836405716347,0.4347826086956521,23,0.0365279197398062,0.436295659057744,11.5,3,True,False,,True,3,False
breakout_52w,60,60,0.3,1440,6.34926169394018,0.11516666378842,-0.1233053828548308,1.5711030532177923,0.5416666666666666,192,0.3383194827457223,32.20420685053689,0.1636058948954257,-0.0460214006199225,2.423916370547069,0.4137931034482758,29,0.1469270180664428,5.072118366340612,14.5,4,True,False,,True,4,False
breakout_52w,61,60,0.7000000000000001,1440,12.38614320087313,0.1425447502138007,-0.0953334151771599,1.921431469501096,0.5697674418604651,172,0.4813339315759462,28.87007808103419,0.149400066922714,-0.0452441029047113,2.406483456055734,0.4,25,0.1342860237171068,2.3308367756477306,12.5,4,True,False,,True,4,False
breakout_52w,62,240,0.8,1450,14.224042743874286,0.1511881919696238,-0.0944236763039367,2.060507309520869,0.564935064935065,154,0.5358951403167629,27.702579757733364,0.1301483631069434,-0.0363635650995162,2.185245583785736,0.3478260869565217,23,0.1107955148815884,1.947588337335652,11.5,3,True,False,,True,3,False
breakout_52w,63,90,1.0,1500,14.273396074266458,0.1493547878715588,-0.0864223186501645,2.082412820061459,0.5694444444444444,144,0.4992765954430485,4.070502217100326,0.0431568283408564,-0.0402988013745687,1.2627633586406233,0.3809523809523809,21,0.0231689127063874,0.2851810596385708,10.5,3,True,False,,True,3,False
